sample_id,tinggi_cm,diameter_cm,jumlah_kanopi,minggu,plot
1,29,0.4,1,1,Plot 1
2,31,0.5,1,1,Plot 1
3,25,0.5,1,1,Plot 1
4,30,0.5,1,1,Plot 1
5,32,0.4,1,1,Plot 1
6,28,0.5,1,1,Plot 1
7,36,0.6,2,1,Plot 1
8,28,0.6,1,1,Plot 1
9,35,0.5,1,1,Plot 1
10,27,0.4,1,1,Plot 1
11,27,0.3,1,1,Plot 1
12,31,0.6,2,1,Plot 1
13,25,0.4,1,1,Plot 1
14,32,0.5,1,1,Plot 1
15,34,0.5,2,1,Plot 1
16,32,0.5,1,1,Plot 1
17,30,0.4,1,1,Plot 1
18,31,0.5,1,1,Plot 1
19,33,0.5,2,1,Plot 1
20,26,0.6,1,1,Plot 1
21,37,0.6,1,1,Plot 1
22,35,0.5,1,1,Plot 1
23,35,0.4,2,1,Plot 1
24,32,0.6,1,1,Plot 1
25,31,0.5,1,1,Plot 1
26,24,0.6,1,1,Plot 1
27,32,0.7,1,1,Plot 1
28,34,0.5,1,1,Plot 1
29,28,0.5,1,1,Plot 1
30,30,0.4,1,1,Plot 1
31,28,0.5,1,1,Plot 1
32,32,0.5,1,1,Plot 1
33,30,0.5,1,1,Plot 1
34,35,0.5,2,1,Plot 1
35,26,0.6,1,1,Plot 1
36,27,0.6,1,1,Plot 1
37,30,0.7,1,1,Plot 1
38,34,0.7,2,1,Plot 1
39,29,0.6,1,1,Plot 1
40,34,0.5,2,1,Plot 1
41,24,0.3,1,1,Plot 1
42,28,0.6,1,1,Plot 1
43,36,0.6,1,1,Plot 1
44,32,0.5,2,1,Plot 1
45,31,0.4,1,1,Plot 1
46,24,0.5,1,1,Plot 1
47,32,0.5,1,1,Plot 1
48,27,0.6,1,1,Plot 1
49,32,0.5,1,1,Plot 1
50,29,0.5,1,1,Plot 1
1,32,0.5,1,2,Plot 1
2,33,0.5,1,2,Plot 1
3,29,0.6,1,2,Plot 1
4,30,0.6,1,2,Plot 1
5,33,0.5,1,2,Plot 1
6,28,0.5,1,2,Plot 1
7,38,0.7,2,2,Plot 1
8,29,0.7,1,2,Plot 1
9,36,0.6,1,2,Plot 1
10,30,0.5,1,2,Plot 1
11,27,0.4,1,2,Plot 1
12,34,0.6,2,2,Plot 1
13,29,0.4,1,2,Plot 1
14,32,0.6,1,2,Plot 1
15,38,0.7,2,2,Plot 1
16,36,0.6,1,2,Plot 1
17,30,0.4,1,2,Plot 1
18,35,0.6,1,2,Plot 1
19,36,0.7,2,2,Plot 1
20,29,0.6,1,2,Plot 1
21,37,0.6,1,2,Plot 1
22,35,0.6,1,2,Plot 1
23,39,0.6,2,2,Plot 1
24,35,0.5,1,2,Plot 1
25,33,0.6,1,2,Plot 1
26,26,0.7,1,2,Plot 1
27,35,0.8,1,2,Plot 1
28,35,0.6,1,2,Plot 1
29,31,0.5,1,2,Plot 1
30,34,0.4,1,2,Plot 1
31,31,0.6,1,2,Plot 1
32,35,0.6,1,2,Plot 1
33,30,0.5,1,2,Plot 1
34,37,0.6,2,2,Plot 1
35,26,0.6,1,2,Plot 1
36,29,0.6,1,2,Plot 1
37,30,0.7,1,2,Plot 1
38,37,0.7,2,2,Plot 1
39,30,0.6,1,2,Plot 1
40,36,0.5,2,2,Plot 1
41,27,0.4,1,2,Plot 1
42,30,0.6,1,2,Plot 1
43,37,0.6,1,2,Plot 1
44,35,0.6,2,2,Plot 1
45,34,0.5,1,2,Plot 1
46,26,0.6,1,2,Plot 1
47,32,0.5,1,2,Plot 1
48,27,0.7,1,2,Plot 1
49,32,0.6,1,2,Plot 1
50,31,0.6,1,2,Plot 1
1,34,0.5,1,3,Plot 1
2,37,0.6,1,3,Plot 1
3,31,0.6,1,3,Plot 1
4,32,0.7,1,3,Plot 1
5,35,0.6,1,3,Plot 1
6,30,0.5,1,3,Plot 1
7,40,0.8,2,3,Plot 1
8,34,0.7,1,3,Plot 1
9,41,0.7,1,3,Plot 1
10,35,0.8,1,3,Plot 1
11,28,0.4,1,3,Plot 1
12,38,0.8,2,3,Plot 1
13,34,0.6,1,3,Plot 1
14,39,0.9,1,3,Plot 1
15,45,0.6,2,3,Plot 1
16,41,0.7,1,3,Plot 1
17,37,0.6,1,3,Plot 1
18,38,0.6,1,3,Plot 1
19,40,0.7,2,3,Plot 1
20,32,0.7,1,3,Plot 1
21,39,0.8,1,3,Plot 1
22,37,0.6,1,3,Plot 1
23,43,0.9,2,3,Plot 1
24,41,0.7,1,3,Plot 1
25,36,0.6,1,3,Plot 1
26,28,0.8,1,3,Plot 1
27,37,0.9,1,3,Plot 1
28,38,0.7,1,3,Plot 1
29,32,0.6,1,3,Plot 1
30,39,0.6,1,3,Plot 1
31,32,0.7,1,3,Plot 1
32,38,0.7,1,3,Plot 1
33,33,0.7,1,3,Plot 1
34,38,0.7,2,3,Plot 1
35,28,0.9,1,3,Plot 1
36,31,0.6,1,3,Plot 1
37,37,0.9,1,3,Plot 1
38,42,0.9,2,3,Plot 1
39,36,0.8,1,3,Plot 1
40,41,0.7,2,3,Plot 1
41,28,0.6,1,3,Plot 1
42,37,0.6,1,3,Plot 1
43,41,0.7,1,3,Plot 1
44,39,0.8,2,3,Plot 1
45,35,0.7,1,3,Plot 1
46,30,0.6,1,3,Plot 1
47,36,0.7,1,3,Plot 1
48,31,0.7,1,3,Plot 1
49,34,0.7,1,3,Plot 1
50,32,0.6,1,3,Plot 1
1,36,0.9,1,4,Plot 1
2,41,0.8,1,4,Plot 1
3,42,0.8,1,4,Plot 1
4,40,0.9,1,4,Plot 1
5,37,0.8,1,4,Plot 1
6,32,0.7,1,4,Plot 1
7,42,1,2,4,Plot 1
8,36,0.9,1,4,Plot 1
9,41,0.9,1,4,Plot 1
10,37,1.1,1,4,Plot 1
11,36,0.8,1,4,Plot 1
12,46,1.2,2,4,Plot 1
13,35,0.8,1,4,Plot 1
14,41,1.1,2,4,Plot 1
15,45,0.8,2,4,Plot 1
16,41,0.9,1,4,Plot 1
17,37,0.8,1,4,Plot 1
18,40,0.8,1,4,Plot 1
19,40,0.9,2,4,Plot 1
20,39,0.9,1,4,Plot 1
21,47,1,2,4,Plot 1
22,43,0.8,1,4,Plot 1
23,45,1.2,2,4,Plot 1
24,43,0.9,1,4,Plot 1
25,36,0.8,1,4,Plot 1
26,34,1,1,4,Plot 1
27,39,1.1,1,4,Plot 1
28,40,0.9,1,4,Plot 1
29,39,0.8,1,4,Plot 1
30,41,0.8,2,4,Plot 1
31,32,0.9,1,4,Plot 1
32,40,0.9,1,4,Plot 1
33,35,0.9,1,4,Plot 1
34,38,0.9,2,4,Plot 1
35,36,1.1,1,4,Plot 1
36,37,0.8,1,4,Plot 1
37,39,1.2,1,4,Plot 1
38,44,1.1,2,4,Plot 1
39,38,1,1,4,Plot 1
40,43,0.9,2,4,Plot 1
41,35,0.8,1,4,Plot 1
42,39,0.8,2,4,Plot 1
43,43,0.9,1,4,Plot 1
44,41,1,2,4,Plot 1
45,37,0.9,1,4,Plot 1
46,32,0.8,1,4,Plot 1
47,36,0.9,2,4,Plot 1
48,39,0.9,1,4,Plot 1
49,35,0.9,1,4,Plot 1
50,34,0.8,1,4,Plot 1
1,39,1.3,1,5,Plot 1
2,43,1.2,1,5,Plot 1
3,50,1.2,1,5,Plot 1
4,44,1.1,1,5,Plot 1
5,40,1,1,5,Plot 1
6,34,0.9,1,5,Plot 1
7,44,1.2,2,5,Plot 1
8,38,1.1,1,5,Plot 1
9,41,1.1,2,5,Plot 1
10,39,1.3,1,5,Plot 1
11,44,1.2,1,5,Plot 1
12,57,1.5,2,5,Plot 1
13,37,1,1,5,Plot 1
14,43,1.3,2,5,Plot 1
15,45,1,2,5,Plot 1
16,41,1.1,2,5,Plot 1
17,37,1,1,5,Plot 1
18,42,1,2,5,Plot 1
19,40,1.1,2,5,Plot 1
20,46,1.3,1,5,Plot 1
21,52,1.5,2,5,Plot 1
22,49,1,1,5,Plot 1
23,47,1.4,2,5,Plot 1
24,45,1.1,1,5,Plot 1
25,36,1,1,5,Plot 1
26,39,1.2,1,5,Plot 1
27,41,1.3,1,5,Plot 1
28,47,1.1,1,5,Plot 1
29,46,1,1,5,Plot 1
30,43,1,2,5,Plot 1
31,32,1.1,1,5,Plot 1
32,42,1.1,1,5,Plot 1
33,37,1.1,1,5,Plot 1
34,38,1.1,2,5,Plot 1
35,42,1.3,1,5,Plot 1
36,43,1,1,5,Plot 1
37,41,1.4,1,5,Plot 1
38,46,1.3,2,5,Plot 1
39,40,1.2,1,5,Plot 1
40,45,1.1,2,5,Plot 1
41,41,1,1,5,Plot 1
42,41,1,2,5,Plot 1
43,45,1.1,2,5,Plot 1
44,43,1.2,2,5,Plot 1
45,39,1.1,1,5,Plot 1
46,34,1,1,5,Plot 1
47,36,1.1,2,5,Plot 1
48,48,1.5,2,5,Plot 1
49,35,1.1,2,5,Plot 1
50,36,1,1,5,Plot 1
1,42,1.8,2,6,Plot 1
2,49,1.6,2,6,Plot 1
3,58,1.6,2,6,Plot 1
4,48,1.4,2,6,Plot 1
5,45,1.6,1,6,Plot 1
6,42,1.2,1,6,Plot 1
7,54,1.9,2,6,Plot 1
8,42,1.7,2,6,Plot 1
9,41,1.4,2,6,Plot 1
10,42,1.3,1,6,Plot 1
11,52,1.6,2,6,Plot 1
12,61,2,2,6,Plot 1
13,38,1.4,1,6,Plot 1
14,50,1.4,1,6,Plot 1
15,47,1.5,2,6,Plot 1
16,43,1.2,1,6,Plot 1
17,38,1.3,1,6,Plot 1
18,47,1.3,2,6,Plot 1
19,42,1.2,1,6,Plot 1
20,50,1.7,2,6,Plot 1
21,55,2,2,6,Plot 1
22,57,1.6,2,6,Plot 1
23,49,1.4,2,6,Plot 1
24,53,1.6,2,6,Plot 1
25,38,1.4,1,6,Plot 1
26,42,1.2,1,6,Plot 1
27,43,1.4,1,6,Plot 1
28,50,1.9,2,6,Plot 1
29,52,1.6,1,6,Plot 1
30,46,1.8,1,6,Plot 1
31,32,1,1,6,Plot 1
32,43,1.4,1,6,Plot 1
33,36,1.2,1,6,Plot 1
34,39,1.3,1,6,Plot 1
35,46,1.6,2,6,Plot 1
36,45,1.7,1,6,Plot 1
37,44,1.6,1,6,Plot 1
38,56,2,1,6,Plot 1
39,44,1.9,2,6,Plot 1
40,49,1.5,1,6,Plot 1
41,44,1.5,1,6,Plot 1
42,54,1.7,1,6,Plot 1
43,47,1.7,2,6,Plot 1
44,43,1.6,2,6,Plot 1
45,47,1.8,2,6,Plot 1
46,43,1.4,1,6,Plot 1
47,36,1.1,1,6,Plot 1
48,53,2,2,6,Plot 1
49,37,1.6,1,6,Plot 1
50,40,1.9,2,6,Plot 1
1,44,2,2,7,Plot 1
2,51,2.8,2,7,Plot 1
3,63,1.8,2,7,Plot 1
4,51,1.5,2,7,Plot 1
5,46,1.6,1,7,Plot 1
6,41,1.2,1,7,Plot 1
7,53,1.9,2,7,Plot 1
8,44,1.6,2,7,Plot 1
9,44,1.6,2,7,Plot 1
10,45,1.6,1,7,Plot 1
11,54,1.7,2,7,Plot 1
12,76,2.1,2,7,Plot 1
13,42,1.5,1,7,Plot 1
14,52,1.6,1,7,Plot 1
15,51,1.5,2,7,Plot 1
16,46,1.4,1,7,Plot 1
17,41,1.5,1,7,Plot 1
18,49,1.3,2,7,Plot 1
19,44,1.3,1,7,Plot 1
20,60,1.7,2,7,Plot 1
21,62,2.1,2,7,Plot 1
22,58,1.6,2,7,Plot 1
23,53,1.9,2,7,Plot 1
24,55,1.6,2,7,Plot 1
25,39,1.4,1,7,Plot 1
26,46,1.4,1,7,Plot 1
27,48,1.6,1,7,Plot 1
28,56,2,2,7,Plot 1
29,55,1.6,1,7,Plot 1
30,50,1.9,1,7,Plot 1
31,33,1.2,1,7,Plot 1
32,51,1.5,1,7,Plot 1
33,39,1.4,1,7,Plot 1
34,40,1.4,1,7,Plot 1
35,58,1.7,2,7,Plot 1
36,52,1.6,1,7,Plot 1
37,47,1.8,1,7,Plot 1
38,57,2,1,7,Plot 1
39,54,1.9,2,7,Plot 1
40,52,1.6,1,7,Plot 1
41,52,1.6,1,7,Plot 1
42,55,1.6,1,7,Plot 1
43,54,1.7,2,7,Plot 1
44,47,1.7,2,7,Plot 1
45,47,1.8,2,7,Plot 1
46,44,1.4,1,7,Plot 1
47,38,1.3,1,7,Plot 1
48,63,2,2,7,Plot 1
49,38,1.6,1,7,Plot 1
50,48,1.7,2,7,Plot 1
1,47,2,2,8,Plot 1
2,55,1.9,2,8,Plot 1
3,70,2,3,8,Plot 1
4,55,1.7,2,8,Plot 1
5,48,1.8,1,8,Plot 1
6,44,1.3,1,8,Plot 1
7,56,2.1,2,8,Plot 1
8,47,1.8,2,8,Plot 1
9,45,1.7,2,8,Plot 1
10,48,1.8,1,8,Plot 1
11,59,2,2,8,Plot 1
12,84,2.4,3,8,Plot 1
13,45,1.7,1,8,Plot 1
14,56,1.8,2,8,Plot 1
15,53,1.6,2,8,Plot 1
16,48,1.5,1,8,Plot 1
17,43,1.6,1,8,Plot 1
18,52,1.5,2,8,Plot 1
19,46,1.5,1,8,Plot 1
20,66,2,3,8,Plot 1
21,67,2.4,3,8,Plot 1
22,63,1.7,3,8,Plot 1
23,55,2,2,8,Plot 1
24,59,1.8,2,8,Plot 1
25,41,1.6,1,8,Plot 1
26,50,1.5,1,8,Plot 1
27,51,1.7,1,8,Plot 1
28,61,2.1,2,8,Plot 1
29,60,1.8,2,8,Plot 1
30,53,2,2,8,Plot 1
31,34,1.3,1,8,Plot 1
32,54,1.7,2,8,Plot 1
33,40,1.5,1,8,Plot 1
34,40,1.6,1,8,Plot 1
35,64,2,2,8,Plot 1
36,57,1.8,2,8,Plot 1
37,50,2,1,8,Plot 1
38,61,2.2,2,8,Plot 1
39,58,2.1,2,8,Plot 1
40,55,1.8,1,8,Plot 1
41,57,1.8,1,8,Plot 1
42,59,1.8,2,8,Plot 1
43,57,1.9,2,8,Plot 1
44,49,1.9,2,8,Plot 1
45,50,2.1,2,8,Plot 1
46,47,1.8,1,8,Plot 1
47,39,1.4,1,8,Plot 1
48,70,2.3,2,8,Plot 1
49,39,1.8,1,8,Plot 1
50,52,2,2,8,Plot 1
1,49,2.2,2,9,Plot 1
2,58,2.1,3,9,Plot 1
3,77,2.4,4,9,Plot 1
4,59,1.8,2,9,Plot 1
5,51,2,2,9,Plot 1
6,48,1.5,2,9,Plot 1
7,64,2.3,3,9,Plot 1
8,50,2,2,9,Plot 1
9,46,1.8,2,9,Plot 1
10,51,2,2,9,Plot 1
11,65,2.2,2,9,Plot 1
12,93,2.7,3,9,Plot 1
13,47,1.9,2,9,Plot 1
14,59,2,2,9,Plot 1
15,56,1.8,2,9,Plot 1
16,50,1.7,2,9,Plot 1
17,46,1.8,2,9,Plot 1
18,55,1.6,2,9,Plot 1
19,50,1.6,2,9,Plot 1
20,73,2.2,3,9,Plot 1
21,72,2.6,3,9,Plot 1
22,67,1.9,3,9,Plot 1
23,58,2.2,2,9,Plot 1
24,63,2,2,9,Plot 1
25,42,1.7,2,9,Plot 1
26,53,1.7,2,9,Plot 1
27,53,1.9,2,9,Plot 1
28,65,2.3,2,9,Plot 1
29,65,2,2,9,Plot 1
30,56,2.2,2,9,Plot 1
31,35,1.5,1,9,Plot 1
32,57,1.8,2,9,Plot 1
33,42,1.7,2,9,Plot 1
34,41,1.7,2,9,Plot 1
35,70,2.2,2,9,Plot 1
36,62,2,2,9,Plot 1
37,53,2.2,2,9,Plot 1
38,65,2.5,2,9,Plot 1
39,63,2.4,2,9,Plot 1
40,58,2,2,9,Plot 1
41,62,2,2,9,Plot 1
42,64,2,2,9,Plot 1
43,62,2.1,2,9,Plot 1
44,52,2.1,2,9,Plot 1
45,55,2.3,2,9,Plot 1
46,51,1.8,2,9,Plot 1
47,42,1.6,2,9,Plot 1
48,77,2.6,2,9,Plot 1
49,40,2,2,9,Plot 1
50,55,2.2,2,9,Plot 1
1,52,2.5,2,10,Plot 1
2,62,2.3,3,10,Plot 1
3,84,2.8,4,10,Plot 1
4,63,2,2,10,Plot 1
5,53,2.2,2,10,Plot 1
6,49,1.6,2,10,Plot 1
7,63,2.6,3,10,Plot 1
8,53,2.2,2,10,Plot 1
9,48,2,2,10,Plot 1
10,54,2.2,2,10,Plot 1
11,70,2.5,3,10,Plot 1
12,101,3,5,10,Plot 1
13,50,2.1,2,10,Plot 1
14,63,2.2,3,10,Plot 1
15,58,2,2,10,Plot 1
16,52,1.8,2,10,Plot 1
17,46,2,2,10,Plot 1
18,58,1.8,2,10,Plot 1
19,49,1.8,2,10,Plot 1
20,79,2.4,3,10,Plot 1
21,77,2.9,3,10,Plot 1
22,72,2.1,3,10,Plot 1
23,61,2.4,2,10,Plot 1
24,67,2.2,2,10,Plot 1
25,43,1.9,2,10,Plot 1
26,57,1.8,2,10,Plot 1
27,56,2,2,10,Plot 1
28,69,2.6,2,10,Plot 1
29,70,2.2,2,10,Plot 1
30,59,2.5,2,10,Plot 1
31,35,1.6,2,10,Plot 1
32,60,2,2,10,Plot 1
33,43,1.8,2,10,Plot 1
34,42,1.9,2,10,Plot 1
35,76,2.4,3,10,Plot 1
36,66,2.2,2,10,Plot 1
37,56,2.4,2,10,Plot 1
38,69,2.7,3,10,Plot 1
39,67,2.6,3,10,Plot 1
40,61,2.2,3,10,Plot 1
41,67,2.3,3,10,Plot 1
42,69,2.2,3,10,Plot 1
43,63,2.3,3,10,Plot 1
44,54,2.3,2,10,Plot 1
45,55,2.6,3,10,Plot 1
46,54,2.1,2,10,Plot 1
47,41,1.7,2,10,Plot 1
48,84,2.8,4,10,Plot 1
49,41,2.2,2,10,Plot 1
50,59,2.5,2,10,Plot 1
1,54,3,2,11,Plot 1
2,66,2.5,3,11,Plot 1
3,90,3,6,11,Plot 1
4,67,2.2,3,11,Plot 1
5,56,2.5,3,11,Plot 1
6,52,1.8,2,11,Plot 1
7,66,2.8,3,11,Plot 1
8,56,2.4,2,11,Plot 1
9,49,2.2,2,11,Plot 1
10,57,2.4,2,11,Plot 1
11,75,2.8,3,11,Plot 1
12,109,3.3,6,11,Plot 1
13,52,2.3,2,11,Plot 1
14,66,2.4,3,11,Plot 1
15,61,2.2,2,11,Plot 1
16,54,1.9,2,11,Plot 1
17,48,2.1,2,11,Plot 1
18,61,2,3,11,Plot 1
19,51,1.9,2,11,Plot 1
20,85,2.6,5,11,Plot 1
21,81,3.2,3,11,Plot 1
22,77,2.3,4,11,Plot 1
23,64,2.6,3,11,Plot 1
24,71,2.4,3,11,Plot 1
25,44,2.1,2,11,Plot 1
26,61,1.9,3,11,Plot 1
27,59,2.1,3,11,Plot 1
28,73,2.8,3,11,Plot 1
29,75,2.4,3,11,Plot 1
30,62,2.8,2,11,Plot 1
31,36,1.7,2,11,Plot 1
32,64,2.2,3,11,Plot 1
33,45,2,2,11,Plot 1
34,42,2.1,2,11,Plot 1
35,82,2.6,4,11,Plot 1
36,71,2.4,4,11,Plot 1
37,59,2.6,2,11,Plot 1
38,73,2.9,4,11,Plot 1
39,71,2.8,3,11,Plot 1
40,64,2.4,3,11,Plot 1
41,73,2.5,4,11,Plot 1
42,74,2.4,4,11,Plot 1
43,66,2.5,3,11,Plot 1
44,56,2.6,2,11,Plot 1
45,58,2.8,3,11,Plot 1
46,57,2.2,2,11,Plot 1
47,42,1.9,2,11,Plot 1
48,90,3.1,5,11,Plot 1
49,42,2.4,2,11,Plot 1
50,63,2.7,2,11,Plot 1
1,59,3.4,3,12,Plot 1
2,72,2.9,4,12,Plot 1
3,100,3.4,7,12,Plot 1
4,71,2.4,4,12,Plot 1
5,58,2.8,4,12,Plot 1
6,54,1.9,3,12,Plot 1
7,72,3,4,12,Plot 1
8,59,2.6,3,12,Plot 1
9,50,2.4,2,12,Plot 1
10,63,2.6,3,12,Plot 1
11,80,3,4,12,Plot 1
12,114,3.6,7,12,Plot 1
13,59,2.5,2,12,Plot 1
14,72,2.6,4,12,Plot 1
15,63,2.3,2,12,Plot 1
16,56,2.1,2,12,Plot 1
17,50,2.5,2,12,Plot 1
18,64,2.1,3,12,Plot 1
19,52,2,2,12,Plot 1
20,91,2.9,6,12,Plot 1
21,86,2.6,3,12,Plot 1
22,88,2.6,4,12,Plot 1
23,66,3,3,12,Plot 1
24,75,2.6,3,12,Plot 1
25,49,2.2,2,12,Plot 1
26,65,2.1,3,12,Plot 1
27,62,2.3,3,12,Plot 1
28,78,3.2,4,12,Plot 1
29,80,2.8,4,12,Plot 1
30,65,3.1,2,12,Plot 1
31,37,1.8,2,12,Plot 1
32,67,2.4,4,12,Plot 1
33,46,2.2,2,12,Plot 1
34,43,2.2,2,12,Plot 1
35,88,2.8,5,12,Plot 1
36,76,2.7,4,12,Plot 1
37,62,2.8,2,12,Plot 1
38,77,3.2,4,12,Plot 1
39,76,3.2,3,12,Plot 1
40,67,2.6,3,12,Plot 1
41,78,2.8,4,12,Plot 1
42,78,2.6,4,12,Plot 1
43,69,2.7,3,12,Plot 1
44,59,2.8,2,12,Plot 1
45,61,3.1,3,12,Plot 1
46,61,2.4,3,12,Plot 1
47,42,2.2,2,12,Plot 1
48,97,3.4,6,12,Plot 1
49,43,2.8,2,12,Plot 1
50,66,3.1,2,12,Plot 1
1,59,3.6,3,13,Plot 1
2,73,3.1,4,13,Plot 1
3,104,3.9,8,13,Plot 1
4,75,2.5,4,13,Plot 1
5,61,2.9,4,13,Plot 1
6,57,2.2,3,13,Plot 1
7,72,3.3,4,13,Plot 1
8,61,2.8,4,13,Plot 1
9,51,2.5,3,13,Plot 1
10,63,3,4,13,Plot 1
11,86,3.5,4,13,Plot 1
12,120,4,8,13,Plot 1
13,57,2.7,3,13,Plot 1
14,73,2.8,4,13,Plot 1
15,66,2.5,4,13,Plot 1
16,58,2.3,3,13,Plot 1
17,51,2.5,3,13,Plot 1
18,67,2.3,4,13,Plot 1
19,54,2.2,3,13,Plot 1
20,98,3.1,7,13,Plot 1
21,91,3.8,3,13,Plot 1
22,86,2.7,5,13,Plot 1
23,69,3.1,4,13,Plot 1
24,79,3,4,13,Plot 1
25,47,2.4,2,13,Plot 1
26,69,2.2,4,13,Plot 1
27,64,2.4,3,13,Plot 1
28,82,3.3,5,13,Plot 1
29,85,2.8,4,13,Plot 1
30,68,3.3,4,13,Plot 1
31,37,1.9,3,13,Plot 1
32,70,2.6,4,13,Plot 1
33,48,2.3,3,13,Plot 1
34,44,2.4,3,13,Plot 1
35,95,3,5,13,Plot 1
36,80,2.8,4,13,Plot 1
37,65,3,3,13,Plot 1
38,81,3.4,4,13,Plot 1
39,80,3.3,4,13,Plot 1
40,70,2.8,4,13,Plot 1
41,83,2.9,6,13,Plot 1
42,83,2.8,4,13,Plot 1
43,73,2.9,5,13,Plot 1
44,61,3,3,13,Plot 1
45,63,3.3,4,13,Plot 1
46,64,2.6,4,13,Plot 1
47,43,2.2,3,13,Plot 1
48,104,3.7,8,13,Plot 1
49,44,3.1,3,13,Plot 1
50,70,3.2,3,13,Plot 1
1,64,3.6,4,14,Plot 1
2,76,3.2,5,14,Plot 1
3,111,4,9,14,Plot 1
4,79,2.7,5,14,Plot 1
5,63,3.1,4,14,Plot 1
6,59,2.2,4,14,Plot 1
7,75,3.5,4,14,Plot 1
8,64,3,4,14,Plot 1
9,53,2.7,3,14,Plot 1
10,66,3.1,4,14,Plot 1
11,91,3.6,4,14,Plot 1
12,124,4.1,8,14,Plot 1
13,60,2.9,4,14,Plot 1
14,77,3,4,14,Plot 1
15,68,2.7,4,14,Plot 1
16,60,2.4,4,14,Plot 1
17,53,2.7,3,14,Plot 1
18,70,2.4,4,14,Plot 1
19,56,2.3,3,14,Plot 1
20,104,3.3,8,14,Plot 1
21,96,4.1,5,14,Plot 1
22,90,2.9,6,14,Plot 1
23,72,3.3,6,14,Plot 1
24,83,3,6,14,Plot 1
25,48,2.6,3,14,Plot 1
26,73,2.3,4,14,Plot 1
27,67,2.6,3,14,Plot 1
28,86,3.6,5,14,Plot 1
29,90,3,6,14,Plot 1
30,76,3.5,4,14,Plot 1
31,38,2.1,3,14,Plot 1
32,73,2.7,5,14,Plot 1
33,49,2.5,3,14,Plot 1
34,44,2.6,3,14,Plot 1
35,101,3.2,6,14,Plot 1
36,85,3,5,14,Plot 1
37,68,3.2,3,14,Plot 1
38,85,3.7,5,14,Plot 1
39,85,3.6,5,14,Plot 1
40,75,3,4,14,Plot 1
41,88,3.2,6,14,Plot 1
42,88,3,6,14,Plot 1
43,76,3.1,5,14,Plot 1
44,63,3.2,4,14,Plot 1
45,66,3.6,4,14,Plot 1
46,68,2.8,4,14,Plot 1
47,48,2.3,3,14,Plot 1
48,111,3.9,8,14,Plot 1
49,45,3.1,3,14,Plot 1
50,74,3.4,5,14,Plot 1
1,64,3.6,5,15,Plot 1
2,80,3.4,5,15,Plot 1
3,118,4.2,9,15,Plot 1
4,83,2.9,5,15,Plot 1
5,66,3.3,6,15,Plot 1
6,62,2.3,6,15,Plot 1
7,78,3.7,6,15,Plot 1
8,67,3.2,6,15,Plot 1
