sample_id,tinggi_cm,diameter_cm,jumlah_kanopi,minggu,plot
20,38,0.6,2,3,Plot 2B
21,37,0.6,1,3,Plot 2B
22,30,0.7,1,3,Plot 2B
23,39,0.6,2,3,Plot 2B
24,33,0.5,1,3,Plot 2B
25,29,0.6,1,3,Plot 2B
26,25,0.6,1,3,Plot 2B
27,31,0.7,1,3,Plot 2B
28,29,0.6,1,3,Plot 2B
29,34,0.5,1,3,Plot 2B
30,38,0.5,1,3,Plot 2B
31,33,0.4,1,3,Plot 2B
32,32,0.5,1,3,Plot 2B
33,30,0.4,1,3,Plot 2B
34,36,0.6,2,3,Plot 2B
35,29,0.4,1,3,Plot 2B
36,35,0.6,1,3,Plot 2B
37,30,0.6,1,3,Plot 2B
38,27,0.5,1,3,Plot 2B
39,34,0.5,2,3,Plot 2B
40,37,0.5,1,3,Plot 2B
41,21,0.5,1,3,Plot 2B
42,29,0.6,1,3,Plot 2B
43,30,0.4,1,3,Plot 2B
44,38,0.6,2,3,Plot 2B
45,36,0.6,2,3,Plot 2B
46,34,0.5,1,3,Plot 2B
47,32,0.6,1,3,Plot 2B
48,31,0.6,1,3,Plot 2B
49,28,0.4,1,3,Plot 2B
50,32,0.5,1,3,Plot 2B
1,41,0.7,1,4,Plot 2B
2,29,0.3,1,4,Plot 2B
3,38,0.4,1,4,Plot 2B
4,36,0.4,1,4,Plot 2B
5,36,0.5,1,4,Plot 2B
6,36,0.6,1,4,Plot 2B
7,46,0.8,2,4,Plot 2B
8,34,0.7,1,4,Plot 2B
9,31,0.4,1,4,Plot 2B
10,34,0.7,1,4,Plot 2B
11,39,0.6,1,4,Plot 2B
12,37,0.5,1,4,Plot 2B
13,37,0.6,1,4,Plot 2B
14,41,0.5,2,4,Plot 2B
15,37,0.6,1,4,Plot 2B
16,30,0.5,1,4,Plot 2B
17,33,0.5,1,4,Plot 2B
18,31,0.6,1,4,Plot 2B
19,38,0.6,2,4,Plot 2B
20,44,0.7,2,4,Plot 2B
21,40,0.6,1,4,Plot 2B
22,35,0.8,1,4,Plot 2B
23,45,0.6,2,4,Plot 2B
24,40,0.6,1,4,Plot 2B
25,35,0.7,1,4,Plot 2B
26,28,0.7,1,4,Plot 2B
27,33,0.7,1,4,Plot 2B
28,35,0.6,1,4,Plot 2B
29,39,0.5,1,4,Plot 2B
30,44,0.7,1,4,Plot 2B
31,35,0.4,1,4,Plot 2B
32,35,0.7,1,4,Plot 2B
33,33,0.5,1,4,Plot 2B
34,40,0.7,2,4,Plot 2B
35,35,0.5,1,4,Plot 2B
36,39,0.7,1,4,Plot 2B
37,36,0.7,1,4,Plot 2B
38,32,0.5,1,4,Plot 2B
39,38,0.6,2,4,Plot 2B
40,43,0.6,1,4,Plot 2B
41,24,0.5,1,4,Plot 2B
42,32,0.6,1,4,Plot 2B
43,35,0.5,1,4,Plot 2B
44,40,0.7,2,4,Plot 2B
45,40,0.7,2,4,Plot 2B
46,37,0.6,1,4,Plot 2B
47,38,0.7,1,4,Plot 2B
48,35,0.7,1,4,Plot 2B
49,34,0.5,1,4,Plot 2B
50,34,0.5,1,4,Plot 2B
1,46,0.7,2,5,Plot 2B
2,36,0.5,1,5,Plot 2B
3,39,0.6,1,5,Plot 2B
4,42,0.6,1,5,Plot 2B
5,43,0.6,1,5,Plot 2B
6,37,0.7,1,5,Plot 2B
7,52,0.8,3,5,Plot 2B
8,39,0.7,1,5,Plot 2B
9,37,0.6,1,5,Plot 2B
10,40,0.8,1,5,Plot 2B
11,45,0.7,2,5,Plot 2B
12,43,0.7,1,5,Plot 2B
13,43,0.7,1,5,Plot 2B
14,48,0.7,2,5,Plot 2B
15,38,0.8,1,5,Plot 2B
16,33,0.8,1,5,Plot 2B
17,38,0.6,1,5,Plot 2B
18,33,0.7,1,5,Plot 2B
19,41,0.7,2,5,Plot 2B
20,51,0.8,2,5,Plot 2B
21,42,0.8,1,5,Plot 2B
22,40,0.9,1,5,Plot 2B
23,51,0.7,2,5,Plot 2B
24,45,0.8,2,5,Plot 2B
25,37,0.7,1,5,Plot 2B
26,30,0.9,1,5,Plot 2B
27,38,0.9,1,5,Plot 2B
28,38,0.9,1,5,Plot 2B
29,44,0.8,1,5,Plot 2B
30,47,0.8,2,5,Plot 2B
31,39,0.9,1,5,Plot 2B
32,41,0.7,1,5,Plot 2B
33,36,0.7,1,5,Plot 2B
34,47,0.9,2,5,Plot 2B
35,36,0.6,1,5,Plot 2B
36,42,0.8,2,5,Plot 2B
37,40,0.9,1,5,Plot 2B
38,35,0.7,1,5,Plot 2B
39,39,0.6,2,5,Plot 2B
40,50,0.9,2,5,Plot 2B
41,28,0.8,1,5,Plot 2B
42,37,0.7,1,5,Plot 2B
43,37,0.8,1,5,Plot 2B
44,42,0.9,2,5,Plot 2B
45,41,0.8,2,5,Plot 2B
46,39,0.6,1,5,Plot 2B
47,42,0.8,2,5,Plot 2B
48,40,0.8,1,5,Plot 2B
49,39,0.7,1,5,Plot 2B
50,38,0.8,1,5,Plot 2B
1,46,1.1,2,6,Plot 2B
2,36,0.8,1,6,Plot 2B
3,39,1,1,6,Plot 2B
4,43,0.8,1,6,Plot 2B
5,43,0.8,1,6,Plot 2B
6,38,1.1,2,6,Plot 2B
7,53,0.6,3,6,Plot 2B
8,39,0.5,1,6,Plot 2B
9,38,1.1,2,6,Plot 2B
10,41,1.3,2,6,Plot 2B
11,46,1.3,2,6,Plot 2B
12,44,0.7,1,6,Plot 2B
13,43,1.1,1,6,Plot 2B
14,49,1.5,2,6,Plot 2B
15,39,1.4,1,6,Plot 2B
16,34,1.5,2,6,Plot 2B
17,39,1.5,1,6,Plot 2B
18,39,1.4,2,6,Plot 2B
19,42,1.1,2,6,Plot 2B
20,52,1.1,2,6,Plot 2B
21,50,1.4,3,6,Plot 2B
22,41,1.4,2,6,Plot 2B
23,52,0.7,2,6,Plot 2B
24,46,1,2,6,Plot 2B
25,38,1,1,6,Plot 2B
26,31,1.3,2,6,Plot 2B
27,39,1.1,1,6,Plot 2B
28,39,0.9,1,6,Plot 2B
29,55,1.3,2,6,Plot 2B
30,48,1.4,2,6,Plot 2B
31,40,1.5,2,6,Plot 2B
32,52,1.1,3,6,Plot 2B
33,45,1.4,2,6,Plot 2B
34,48,0.8,2,6,Plot 2B
35,37,0.7,1,6,Plot 2B
36,43,0.9,2,6,Plot 2B
37,41,1.5,2,6,Plot 2B
38,36,1.1,1,6,Plot 2B
39,40,1.1,2,6,Plot 2B
40,51,1.5,2,6,Plot 2B
41,29,1,1,6,Plot 2B
42,38,1.2,1,6,Plot 2B
43,38,1.3,2,6,Plot 2B
44,43,1.2,2,6,Plot 2B
45,42,1.1,2,6,Plot 2B
46,40,1.2,1,6,Plot 2B
47,43,1.4,2,6,Plot 2B
48,41,0.9,1,6,Plot 2B
49,40,1.1,2,6,Plot 2B
50,39,1,1,6,Plot 2B
1,46,1.2,2,7,Plot 2B
2,36,0.9,1,7,Plot 2B
3,39,1.1,1,7,Plot 2B
4,43,0.9,1,7,Plot 2B
5,44,0.9,1,7,Plot 2B
6,49,1.3,2,7,Plot 2B
7,54,0.7,3,7,Plot 2B
8,42,0.6,1,7,Plot 2B
9,40,1.2,2,7,Plot 2B
10,48,1.4,2,7,Plot 2B
11,46,1.4,2,7,Plot 2B
12,45,0.8,1,7,Plot 2B
13,45,1.2,1,7,Plot 2B
14,56,1.6,2,7,Plot 2B
15,46,1.5,1,7,Plot 2B
16,43,1.6,2,7,Plot 2B
17,39,1.6,1,7,Plot 2B
18,47,1.5,2,7,Plot 2B
19,42,1.2,2,7,Plot 2B
20,52,1.2,2,7,Plot 2B
21,62,1.7,3,7,Plot 2B
22,45,1.5,2,7,Plot 2B
23,52,0.8,1,7,Plot 2B
24,46,1.1,2,7,Plot 2B
25,38,1.1,1,7,Plot 2B
26,45,1.4,2,7,Plot 2B
27,39,1.2,1,7,Plot 2B
28,40,1,1,7,Plot 2B
29,65,1.4,3,7,Plot 2B
30,48,1.5,2,7,Plot 2B
31,45,1.6,2,7,Plot 2B
32,69,1.4,3,7,Plot 2B
33,64,1.5,2,7,Plot 2B
34,48,0.9,2,7,Plot 2B
35,45,0.8,1,7,Plot 2B
36,43,1,2,7,Plot 2B
37,43,1.6,2,7,Plot 2B
38,36,1.2,1,7,Plot 2B
39,41,1.2,2,7,Plot 2B
40,56,1.6,2,7,Plot 2B
41,36,1.1,1,7,Plot 2B
42,39,1.3,1,7,Plot 2B
43,39,1.4,2,7,Plot 2B
44,57,1.3,2,7,Plot 2B
45,43,1.1,2,7,Plot 2B
46,47,1.3,1,7,Plot 2B
47,48,1.5,2,7,Plot 2B
48,42,1,1,7,Plot 2B
49,52,1.2,2,7,Plot 2B
50,46,1.1,1,7,Plot 2B
1,46,1.4,2,8,Plot 2B
2,37,1.1,1,8,Plot 2B
3,39,1.3,1,8,Plot 2B
4,45,1.1,1,8,Plot 2B
5,46,1.1,1,8,Plot 2B
6,50,1.8,2,8,Plot 2B
7,54,0.9,3,8,Plot 2B
8,44,0.8,1,8,Plot 2B
9,41,1.4,2,8,Plot 2B
10,49,1.6,2,8,Plot 2B
11,48,1.6,2,8,Plot 2B
12,48,1,1,8,Plot 2B
13,47,1.4,1,8,Plot 2B
14,53,1.8,1,8,Plot 2B
15,47,1.7,1,8,Plot 2B
16,46,1.8,2,8,Plot 2B
17,41,1.8,1,8,Plot 2B
18,49,1.7,2,8,Plot 2B
19,45,1.4,2,8,Plot 2B
20,52,1.4,2,8,Plot 2B
21,65,1.9,3,8,Plot 2B
22,48,1.7,2,8,Plot 2B
23,54,1,2,8,Plot 2B
24,49,1.3,2,8,Plot 2B
25,38,1.3,1,8,Plot 2B
26,48,1.6,2,8,Plot 2B
27,42,1.4,1,8,Plot 2B
28,41,1.2,1,8,Plot 2B
29,66,2,3,8,Plot 2B
30,51,1.7,2,8,Plot 2B
31,48,1.8,2,8,Plot 2B
32,72,2.2,3,8,Plot 2B
33,67,2.4,2,8,Plot 2B
34,51,1.1,2,8,Plot 2B
35,48,1,1,8,Plot 2B
36,47,1.2,2,8,Plot 2B
37,46,1.8,2,8,Plot 2B
38,39,1.4,1,8,Plot 2B
39,41,1.4,2,8,Plot 2B
40,54,1.8,2,8,Plot 2B
41,36,1.3,1,8,Plot 2B
42,42,1.5,1,8,Plot 2B
43,40,1.6,2,8,Plot 2B
44,60,1.5,2,8,Plot 2B
45,47,1.4,2,8,Plot 2B
46,48,1.5,1,8,Plot 2B
47,49,1.7,2,8,Plot 2B
48,47,1.2,1,8,Plot 2B
49,53,1.4,2,8,Plot 2B
50,48,1.3,1,8,Plot 2B
1,51,1.4,3,9,Plot 2B
2,41,1.3,2,9,Plot 2B
3,47,1.5,2,9,Plot 2B
4,49,1.2,2,9,Plot 2B
5,46,1.4,3,9,Plot 2B
6,55,1.9,2,9,Plot 2B
7,59,1.3,3,9,Plot 2B
8,47,1,2,9,Plot 2B
9,48,1.6,2,9,Plot 2B
10,56,1.8,3,9,Plot 2B
11,50,1.9,2,9,Plot 2B
12,52,1.3,2,9,Plot 2B
13,52,1.7,1,9,Plot 2B
14,56,2.2,1,9,Plot 2B
15,51,2,2,9,Plot 2B
16,50,2.2,3,9,Plot 2B
17,44,2.2,3,9,Plot 2B
18,54,2,2,9,Plot 2B
19,46,1.6,3,9,Plot 2B
20,54,1.5,2,9,Plot 2B
21,68,2.2,4,9,Plot 2B
22,52,1.9,2,9,Plot 2B
23,50,1.3,2,9,Plot 2B
24,53,1.5,2,9,Plot 2B
25,40,1.4,2,9,Plot 2B
26,51,1.8,1,9,Plot 2B
27,44,1.5,1,9,Plot 2B
28,45,1.3,2,9,Plot 2B
29,68,2.3,3,9,Plot 2B
30,54,2,2,9,Plot 2B
31,51,2.2,2,9,Plot 2B
32,77,2.4,4,9,Plot 2B
33,70,2.7,4,9,Plot 2B
34,55,1.1,2,9,Plot 2B
35,51,1.1,2,9,Plot 2B
36,53,1.3,2,9,Plot 2B
37,50,2.1,2,9,Plot 2B
38,44,1.6,2,9,Plot 2B
39,43,1.6,2,9,Plot 2B
40,58,2.2,3,9,Plot 2B
41,40,1.5,1,9,Plot 2B
42,45,1.7,1,9,Plot 2B
43,43,1.6,2,9,Plot 2B
44,62,1.7,2,9,Plot 2B
45,48,1.5,2,9,Plot 2B
46,51,1.7,1,9,Plot 2B
47,54,1.7,1,9,Plot 2B
48,48,1.3,2,9,Plot 2B
49,53,1.6,1,9,Plot 2B
50,50,1.5,2,9,Plot 2B
1,54,1.7,3,10,Plot 2B
2,44,1.7,3,10,Plot 2B
3,49,1.8,3,10,Plot 2B
4,52,1.4,2,10,Plot 2B
5,52,1.5,2,10,Plot 2B
6,55,2,3,10,Plot 2B
7,60,1.6,4,10,Plot 2B
8,54,1.3,2,10,Plot 2B
9,50,1.9,2,10,Plot 2B
10,60,2,2,10,Plot 2B
11,55,2.3,2,10,Plot 2B
12,55,1.3,2,10,Plot 2B
13,54,1.8,2,10,Plot 2B
14,59,2.2,2,10,Plot 2B
15,54,2.2,2,10,Plot 2B
16,54,2.5,3,10,Plot 2B
17,46,2.5,3,10,Plot 2B
18,59,2.3,2,10,Plot 2B
19,48,1.8,2,10,Plot 2B
20,60,1.7,2,10,Plot 2B
21,70,2.4,5,10,Plot 2B
22,55,2,2,10,Plot 2B
23,54,1.4,2,10,Plot 2B
24,56,1.4,2,10,Plot 2B
25,43,1.8,2,10,Plot 2B
26,56,2,2,10,Plot 2B
27,47,1.7,2,10,Plot 2B
28,47,1.4,2,10,Plot 2B
29,70,2.4,4,10,Plot 2B
30,56,2.3,2,10,Plot 2B
31,54,2.4,2,10,Plot 2B
32,77,2.7,4,10,Plot 2B
33,72,3,4,10,Plot 2B
34,58,1.2,2,10,Plot 2B
35,55,1.2,2,10,Plot 2B
36,51,1.4,2,10,Plot 2B
37,52,2.4,2,10,Plot 2B
38,56,1.8,2,10,Plot 2B
39,45,1.8,2,10,Plot 2B
40,60,2.4,3,10,Plot 2B
41,43,1.6,2,10,Plot 2B
42,47,1.9,2,10,Plot 2B
43,45,2.2,3,10,Plot 2B
44,66,1.9,2,10,Plot 2B
45,50,1.7,2,10,Plot 2B
46,54,1.9,2,10,Plot 2B
47,57,1.9,3,10,Plot 2B
48,50,1.4,2,10,Plot 2B
49,59,1.8,2,10,Plot 2B
50,53,1.6,2,10,Plot 2B
1,57,1.7,3,11,Plot 2B
2,46,1.8,3,11,Plot 2B
3,54,1.9,3,11,Plot 2B
4,54,1.5,3,11,Plot 2B
5,54,1.5,2,11,Plot 2B
6,63,2.1,3,11,Plot 2B
7,65,1.8,4,11,Plot 2B
8,55,1.3,2,11,Plot 2B
9,53,2.1,3,11,Plot 2B
10,65,2.2,3,11,Plot 2B
11,57,2.4,3,11,Plot 2B
12,58,1.3,2,11,Plot 2B
13,58,1.8,3,11,Plot 2B
14,64,2.2,3,11,Plot 2B
15,57,2.3,2,11,Plot 2B
16,58,2.6,4,11,Plot 2B
17,48,2.5,4,11,Plot 2B
18,64,2.3,2,11,Plot 2B
19,50,2,2,11,Plot 2B
20,63,1.9,2,11,Plot 2B
21,81,2.5,5,11,Plot 2B
22,59,2.1,2,11,Plot 2B
23,57,1.4,2,11,Plot 2B
24,59,1.5,2,11,Plot 2B
25,44,1.8,2,11,Plot 2B
26,58,2.3,3,11,Plot 2B
27,49,1.8,2,11,Plot 2B
28,49,1.5,2,11,Plot 2B
29,76,2.5,4,11,Plot 2B
30,58,2.4,3,11,Plot 2B
31,57,2.5,2,11,Plot 2B
32,86,3,4,11,Plot 2B
33,83,3.2,4,11,Plot 2B
34,61,1.1,2,11,Plot 2B
35,58,1.3,2,11,Plot 2B
36,53,1.5,3,11,Plot 2B
37,55,2.7,3,11,Plot 2B
38,59,2,2,11,Plot 2B
39,46,2,2,11,Plot 2B
40,67,2.5,4,11,Plot 2B
41,47,1.7,2,11,Plot 2B
42,50,2,2,11,Plot 2B
43,46,2.2,3,11,Plot 2B
44,70,2,2,11,Plot 2B
45,52,1.9,2,11,Plot 2B
46,57,2,2,11,Plot 2B
47,60,2.1,3,11,Plot 2B
48,53,1.5,2,11,Plot 2B
49,63,1.8,2,11,Plot 2B
50,56,1.8,2,11,Plot 2B
1,59,1.8,4,12,Plot 2B
2,48,1.8,3,12,Plot 2B
3,56,2.1,4,12,Plot 2B
4,57,1.7,3,12,Plot 2B
5,57,1.6,3,12,Plot 2B
6,67,2.2,4,12,Plot 2B
7,67,2,4,12,Plot 2B
8,55,1.4,3,12,Plot 2B
9,56,2.3,4,12,Plot 2B
10,69,2.5,4,12,Plot 2B
11,60,2.6,4,12,Plot 2B
12,61,1.4,2,12,Plot 2B
13,61,1.8,3,12,Plot 2B
14,66,2.4,4,12,Plot 2B
15,60,2.4,3,12,Plot 2B
16,62,2.8,5,12,Plot 2B
17,50,2.7,3,12,Plot 2B
18,69,2.5,2,12,Plot 2B
19,51,2.2,2,12,Plot 2B
20,66,2,2,12,Plot 2B
21,86,2.6,6,12,Plot 2B
22,62,2.3,3,12,Plot 2B
23,61,1.7,2,12,Plot 2B
24,62,1.6,2,12,Plot 2B
25,46,1.8,3,12,Plot 2B
26,66,2.5,4,12,Plot 2B
27,51,2,3,12,Plot 2B
28,51,1.6,2,12,Plot 2B
29,80,2.7,5,12,Plot 2B
30,60,2.4,3,12,Plot 2B
31,60,2.6,3,12,Plot 2B
32,91,3.2,5,12,Plot 2B
33,89,3.6,5,12,Plot 2B
34,64,1.1,3,12,Plot 2B
35,62,1.3,3,12,Plot 2B
36,55,1.6,2,12,Plot 2B
37,58,2.9,3,12,Plot 2B
38,62,2.2,2,12,Plot 2B
39,47,2.2,2,12,Plot 2B
40,70,2.7,5,12,Plot 2B
41,50,1.7,2,12,Plot 2B
42,52,2,2,12,Plot 2B
43,48,2.4,4,12,Plot 2B
44,75,2.1,2,12,Plot 2B
45,55,2,2,12,Plot 2B
46,60,2.4,2,12,Plot 2B
47,64,2.2,3,12,Plot 2B
48,56,1.6,2,12,Plot 2B
49,65,1.8,2,12,Plot 2B
50,61,2,2,12,Plot 2B
1,62,1.9,4,13,Plot 2B
2,51,2,3,13,Plot 2B
3,59,2.3,4,13,Plot 2B
4,62,1.8,4,13,Plot 2B
5,59,1.8,5,13,Plot 2B
6,72,2.4,4,13,Plot 2B
7,70,2.1,4,13,Plot 2B
8,62,1.6,2,13,Plot 2B
9,63,2.8,3,13,Plot 2B
10,73,2.7,4,13,Plot 2B
11,63,2.8,4,13,Plot 2B
12,64,1.5,3,13,Plot 2B
13,64,1.9,3,13,Plot 2B
14,72,2.5,4,13,Plot 2B
15,63,2.6,5,13,Plot 2B
16,66,3,5,13,Plot 2B
17,53,3,4,13,Plot 2B
18,74,2.7,2,13,Plot 2B
19,53,2.4,2,13,Plot 2B
20,69,2.2,2,13,Plot 2B
21,89,2.7,6,13,Plot 2B
22,66,2.4,4,13,Plot 2B
23,67,1.7,3,13,Plot 2B
24,64,1.7,3,13,Plot 2B
25,48,2,3,13,Plot 2B
26,70,2.5,4,13,Plot 2B
27,53,2.1,3,13,Plot 2B
28,54,1.8,4,13,Plot 2B
29,92,3.1,5,13,Plot 2B
30,63,2.5,3,13,Plot 2B
31,63,2.8,4,13,Plot 2B
32,92,3.4,6,13,Plot 2B
33,94,3.7,6,13,Plot 2B
34,66,1.1,4,13,Plot 2B
35,65,1.5,3,13,Plot 2B
36,57,1.7,3,13,Plot 2B
37,61,3.2,4,13,Plot 2B
38,64,2.4,3,13,Plot 2B
39,48,2.4,2,13,Plot 2B
40,74,3,5,13,Plot 2B
41,53,1.8,2,13,Plot 2B
42,55,2.1,3,13,Plot 2B
43,50,2.7,4,13,Plot 2B
44,79,2.2,3,13,Plot 2B
45,55,2.2,3,13,Plot 2B
46,62,2.6,3,13,Plot 2B
47,67,2.2,4,13,Plot 2B
48,57,1.7,3,13,Plot 2B
49,70,1.8,2,13,Plot 2B
50,62,2.2,3,13,Plot 2B
1,62,2.4,4,14,Plot 2B
2,53,2.5,4,14,Plot 2B
3,61,2.5,4,14,Plot 2B
4,62,2,4,14,Plot 2B
5,59,1.9,5,14,Plot 2B
6,76,3,5,14,Plot 2B
7,73,2.2,5,14,Plot 2B
8,64,2,3,14,Plot 2B
9,65,3.1,4,14,Plot 2B
10,77,2.9,6,14,Plot 2B
11,63,3.1,5,14,Plot 2B
12,66,1.6,4,14,Plot 2B
13,68,2,4,14,Plot 2B
14,81,2.6,5,14,Plot 2B
15,63,2.8,5,14,Plot 2B
16,70,3,6,14,Plot 2B
17,58,3.1,4,14,Plot 2B
18,78,2.8,2,14,Plot 2B
19,53,2.5,2,14,Plot 2B
20,69,2.4,2,14,Plot 2B
21,93,2.8,5,14,Plot 2B
22,66,2.4,6,14,Plot 2B
23,67,1.7,4,14,Plot 2B
24,64,2,4,14,Plot 2B
25,48,2.1,4,14,Plot 2B
26,75,2.7,4,14,Plot 2B
27,53,2.3,4,14,Plot 2B
28,54,1.9,6,14,Plot 2B
29,96,3.3,4,14,Plot 2B
30,63,2.7,4,14,Plot 2B
31,63,3,5,14,Plot 2B
32,94,3.6,6,14,Plot 2B
33,99,4,6,14,Plot 2B
34,69,1.2,5,14,Plot 2B
35,68,1.6,4,14,Plot 2B
36,57,1.8,4,14,Plot 2B
37,61,3.4,5,14,Plot 2B
38,68,2.6,4,14,Plot 2B
39,48,2.6,3,14,Plot 2B
40,76,3.2,6,14,Plot 2B
41,53,1.8,3,14,Plot 2B
42,55,2.1,3,14,Plot 2B
43,50,2.7,4,14,Plot 2B
44,83,2.3,4,14,Plot 2B
45,55,2.4,3,14,Plot 2B
46,66,2.8,4,14,Plot 2B
47,69,2.4,4,14,Plot 2B
48,59,1.8,3,14,Plot 2B
49,75,2.1,3,14,Plot 2B
50,62,2.3,3,14,Plot 2B
1,67,2.7,5,15,Plot 2B
2,55,2.7,4,15,Plot 2B
3,61,2.7,5,15,Plot 2B
4,65,2.1,5,15,Plot 2B
5,64,2,5,15,Plot 2B
6,80,3.3,6,15,Plot 2B
7,76,2.3,6,15,Plot 2B
8,62,2.4,4,15,Plot 2B
9,65,3.5,4,15,Plot 2B
10,82,3.2,6,15,Plot 2B
11,68,3.3,5,15,Plot 2B
12,70,1.7,4,15,Plot 2B
13,70,2.2,5,15,Plot 2B
14,88,2.9,6,15,Plot 2B
15,68,3,5,15,Plot 2B
16,75,3.1,8,15,Plot 2B
17,57,3.3,5,15,Plot 2B
18,94,3,6,15,Plot 2B
19,56,2.7,3,15,Plot 2B
20,74,2.5,2,15,Plot 2B
21,97,2.8,8,15,Plot 2B
22,73,2.6,6,15,Plot 2B
23,75,1.8,4,15,Plot 2B
24,70,2.2,5,15,Plot 2B
25,51,2.3,4,15,Plot 2B
26,80,2.8,4,15,Plot 2B
27,57,2.4,4,15,Plot 2B
28,58,2,6,15,Plot 2B
29,102,3.4,6,15,Plot 2B
30,67,3,4,15,Plot 2B
31,69,3.1,5,15,Plot 2B
32,100,3.8,6,15,Plot 2B
33,104,4.2,6,15,Plot 2B
34,72,1.6,5,15,Plot 2B
35,73,1.8,4,15,Plot 2B
36,61,2,4,15,Plot 2B
37,67,3.7,5,15,Plot 2B
38,72,2.8,4,15,Plot 2B
39,51,2.7,3,15,Plot 2B
40,81,3.2,6,15,Plot 2B
41,59,1.8,3,15,Plot 2B
42,60,2.1,3,15,Plot 2B
43,54,2.7,4,15,Plot 2B
44,88,2.3,5,15,Plot 2B
45,59,2.5,4,15,Plot 2B
46,68,3,4,15,Plot 2B
47,73,2.6,4,15,Plot 2B
48,62,2,3,15,Plot 2B
49,76,2.2,4,15,Plot 2B
50,68,2.3,3,15,Plot 2B
1,69,3,5,16,Plot 2B
2,57,2.8,4,16,Plot 2B
3,64,3.1,5,16,Plot 2B
4,68,2.3,5,16,Plot 2B
5,66,2.2,5,16,Plot 2B
6,84,3.7,6,16,Plot 2B
7,78,2.4,6,16,Plot 2B
8,65,2.6,6,16,Plot 2B
9,68,3.7,4,16,Plot 2B
10,86,3.3,6,16,Plot 2B
11,71,3.6,5,16,Plot 2B
12,73,1.9,5,16,Plot 2B
13,74,2.4,5,16,Plot 2B
14,92,3.1,6,16,Plot 2B
15,71,3,5,16,Plot 2B
16,79,3.2,8,16,Plot 2B
17,59,3.4,5,16,Plot 2B
18,100,3.2,6,16,Plot 2B
19,58,2.9,5,16,Plot 2B
20,77,2.7,4,16,Plot 2B
21,101,3,8,16,Plot 2B
22,76,2.8,6,16,Plot 2B
23,75,2,5,16,Plot 2B
24,73,2.4,5,16,Plot 2B
25,52,2.4,4,16,Plot 2B
26,85,3,5,16,Plot 2B
27,59,2.2,5,16,Plot 2B
28,60,2.1,6,16,Plot 2B
29,111,3.5,7,16,Plot 2B
30,69,3.2,4,16,Plot 2B
31,72,3.3,5,16,Plot 2B
32,106,3.8,6,16,Plot 2B
33,108,4.4,6,16,Plot 2B
34,75,1.7,5,16,Plot 2B
35,76,1.9,4,16,Plot 2B
36,63,2.1,4,16,Plot 2B
37,70,4,5,16,Plot 2B
38,74,3,4,16,Plot 2B
39,52,2.9,3,16,Plot 2B
40,85,3.4,6,16,Plot 2B
41,63,2,3,16,Plot 2B
42,62,2.2,3,16,Plot 2B
43,55,2.8,4,16,Plot 2B
44,92,2.5,5,16,Plot 2B
